Process Type,Scheduler Type,Iterations,Num Simultaneous Processes,Wall,User,System,CPU,I-Switched,V-switched
CPU BOUND,SCHED_OTHER,100000000,20,39.89,156.44,0.09,392%,30539,41
CPU BOUND,SCHED_OTHER,100000000,20,40.35,158.92,0.06,393%,31972,41
CPU BOUND,SCHED_OTHER,100000000,20,41.42,162.35,0.04,392%,32913,41
CPU BOUND,SCHED_OTHER,100000000,20,39.98,157.16,0.1,393%,31638,41
CPU BOUND,SCHED_OTHER,100000000,20,40.64,159.08,0.08,391%,31394,41
CPU BOUND,SCHED_OTHER,100000000,20,40.24,157.79,0.08,392%,30781,41
CPU BOUND,SCHED_OTHER,100000000,20,40.65,159.14,0.06,391%,31570,41
CPU BOUND,SCHED_OTHER,100000000,20,41.29,161.99,0.07,392%,32857,41
CPU BOUND,SCHED_OTHER,100000000,20,40.18,158.1,0.09,393%,32018,41
CPU BOUND,SCHED_OTHER,100000000,20,40.42,158.87,0.11,393%,31767,41
CPU BOUND,SCHED_OTHER,100000000,20,40.05,156.54,0.12,391%,31329,41
CPU BOUND,SCHED_OTHER,100000000,20,40.69,159.45,0.1,392%,31653,41
CPU BOUND,SCHED_OTHER,100000000,20,41.51,162.89,0.1,392%,32847,41
CPU BOUND,SCHED_OTHER,100000000,20,40.19,156.89,0.09,390%,31575,41
CPU BOUND,SCHED_OTHER,100000000,20,41.19,161.3,0.11,391%,32736,41
CPU BOUND,SCHED_OTHER,100000000,20,40.2,157.54,0.1,392%,32435,41
CPU BOUND,SCHED_OTHER,100000000,20,40.59,159.22,0.08,392%,31030,41
CPU BOUND,SCHED_OTHER,100000000,20,41.32,162.13,0.11,392%,31883,41
CPU BOUND,SCHED_OTHER,100000000,20,40.29,158.07,0.07,392%,31212,41
CPU BOUND,SCHED_OTHER,100000000,20,40.64,159.29,0.09,392%,33539,41
CPU BOUND,SCHED_OTHER,100000000,20,39.95,156.47,0.06,391%,31680,41
CPU BOUND,SCHED_OTHER,100000000,20,40.45,159.28,0.03,393%,31862,41
CPU BOUND,SCHED_OTHER,100000000,20,41.27,162.15,0.06,393%,31100,41
CPU BOUND,SCHED_OTHER,100000000,20,40.14,157.12,0.08,391%,30153,41
CPU BOUND,SCHED_OTHER,100000000,20,40.85,159.89,0.07,391%,32026,41
CPU BOUND,SCHED_OTHER,100000000,20,40.33,158.41,0.06,392%,31259,41
CPU BOUND,SCHED_OTHER,100000000,20,40.63,159.56,0.05,392%,31889,41
CPU BOUND,SCHED_OTHER,100000000,20,41.21,161.43,0.12,392%,31876,41
CPU BOUND,SCHED_OTHER,100000000,20,40.18,157.4,0.12,392%,30692,41
CPU BOUND,SCHED_OTHER,100000000,20,40.71,159.64,0.06,392%,31157,41
CPU BOUND,SCHED_OTHER,100000000,20,40.24,157.5,0.08,391%,31568,41
CPU BOUND,SCHED_OTHER,100000000,20,40.54,159.37,0.08,393%,31657,40
CPU BOUND,SCHED_OTHER,100000000,20,41.49,162.62,0.08,392%,33084,41
CPU BOUND,SCHED_OTHER,100000000,20,40.11,157.1,0.12,391%,30994,41
CPU BOUND,SCHED_OTHER,100000000,20,40.48,159.16,0.06,393%,30519,41
CPU BOUND,SCHED_OTHER,100000000,20,40.27,157.49,0.1,391%,30316,41
CPU BOUND,SCHED_OTHER,100000000,20,40.82,160.18,0.12,392%,32004,41
CPU BOUND,SCHED_OTHER,100000000,20,41.52,162.39,0.1,391%,32903,41
CPU BOUND,SCHED_OTHER,100000000,20,40.12,157.31,0.09,392%,32001,41
CPU BOUND,SCHED_OTHER,100000000,20,40.83,159.85,0.12,391%,32783,41
CPU BOUND,SCHED_OTHER,100000000,20,40.14,157.2,0.08,391%,30572,41
CPU BOUND,SCHED_OTHER,100000000,20,40.81,159.04,0.12,389%,31491,41
CPU BOUND,SCHED_OTHER,100000000,20,41.39,162.49,0.08,392%,32727,41
CPU BOUND,SCHED_OTHER,100000000,20,40.14,157.23,0.12,391%,31868,41
CPU BOUND,SCHED_OTHER,100000000,20,40.54,159.4,0.05,393%,31912,41
CPU BOUND,SCHED_OTHER,100000000,20,40.2,157.36,0.08,391%,31428,41
CPU BOUND,SCHED_OTHER,100000000,20,41.04,160.82,0.05,391%,31515,41
CPU BOUND,SCHED_OTHER,100000000,20,41.35,162.24,0.09,392%,32138,41
CPU BOUND,SCHED_OTHER,100000000,20,40.33,157.88,0.08,391%,31393,41
CPU BOUND,SCHED_OTHER,100000000,20,40.44,158.7,0.06,392%,32241,41
CPU BOUND,SCHED_OTHER,100000000,20,40.02,157.17,0.08,392%,31134,41
CPU BOUND,SCHED_OTHER,100000000,20,40.67,159.53,0.11,392%,31907,40
CPU BOUND,SCHED_OTHER,100000000,20,41.31,162.01,0.09,392%,31494,41
CPU BOUND,SCHED_OTHER,100000000,20,40.08,157.04,0.08,392%,31904,41
CPU BOUND,SCHED_OTHER,100000000,20,40.81,160.01,0.08,392%,32416,40
CPU BOUND,SCHED_OTHER,100000000,20,40.2,157.96,0.08,393%,31912,41
CPU BOUND,SCHED_OTHER,100000000,20,40.57,159.54,0.08,393%,32070,41
CPU BOUND,SCHED_OTHER,100000000,20,41.41,162.27,0.1,392%,31458,41
CPU BOUND,SCHED_OTHER,100000000,20,40.24,157.77,0.08,392%,30964,41
CPU BOUND,SCHED_OTHER,100000000,20,40.83,159.74,0.07,391%,32398,41
CPU BOUND,SCHED_OTHER,100000000,20,40.04,156.72,0.08,391%,31063,41
CPU BOUND,SCHED_OTHER,100000000,20,41.01,160.63,0.08,391%,32087,41
CPU BOUND,SCHED_OTHER,100000000,20,41.28,161.84,0.11,392%,32410,41
CPU BOUND,SCHED_OTHER,100000000,20,40.25,157.73,0.05,392%,31277,41
CPU BOUND,SCHED_OTHER,100000000,20,40.95,160.37,0.06,391%,31278,41
CPU BOUND,SCHED_OTHER,100000000,20,40.02,157.34,0.08,393%,31175,41
CPU BOUND,SCHED_OTHER,100000000,20,40.74,159.29,0.12,391%,32402,41
CPU BOUND,SCHED_OTHER,100000000,20,41.48,162.51,0.1,391%,33272,41
CPU BOUND,SCHED_OTHER,100000000,20,40.36,157.8,0.08,391%,30762,41
CPU BOUND,SCHED_OTHER,100000000,20,40.65,159.51,0.06,392%,31867,41
CPU BOUND,SCHED_OTHER,100000000,20,40.37,157.76,0.06,390%,31745,41
CPU BOUND,SCHED_OTHER,100000000,20,40.75,159.71,0.09,392%,31978,41
CPU BOUND,SCHED_OTHER,100000000,20,41.59,162.36,0.06,390%,33086,41
CPU BOUND,SCHED_OTHER,100000000,20,40.21,158.09,0.08,393%,31435,41
CPU BOUND,SCHED_OTHER,100000000,20,40.56,159.3,0.1,392%,31893,40
CPU BOUND,SCHED_OTHER,100000000,20,40.44,158.5,0.1,392%,31574,41
CPU BOUND,SCHED_OTHER,100000000,20,40.72,159.46,0.09,391%,31384,41
CPU BOUND,SCHED_OTHER,100000000,20,41.52,162.51,0.12,391%,33462,41
CPU BOUND,SCHED_OTHER,100000000,20,40.1,157.42,0.09,392%,31918,41
CPU BOUND,SCHED_OTHER,100000000,20,40.73,159.8,0.08,392%,31874,41
CPU BOUND,SCHED_OTHER,100000000,20,40.33,157.38,0.09,390%,31280,40
CPU BOUND,SCHED_OTHER,100000000,20,40.62,159.68,0.08,393%,30885,41
CPU BOUND,SCHED_OTHER,100000000,20,41.89,163.85,0.07,391%,32258,40
CPU BOUND,SCHED_OTHER,100000000,20,40.18,157.47,0.1,392%,31664,41
CPU BOUND,SCHED_OTHER,100000000,20,40.52,159.27,0.07,393%,32117,41
CPU BOUND,SCHED_OTHER,100000000,20,40.03,156.91,0.08,392%,31840,41
CPU BOUND,SCHED_OTHER,100000000,20,40.78,160.16,0.08,392%,32006,41
CPU BOUND,SCHED_OTHER,100000000,20,41.29,162.05,0.06,392%,31553,41
CPU BOUND,SCHED_OTHER,100000000,20,40.08,157.4,0.1,392%,31682,41
CPU BOUND,SCHED_OTHER,100000000,20,40.68,159.41,0.11,392%,32327,41
CPU BOUND,SCHED_OTHER,100000000,20,40.29,157.76,0.08,391%,31703,41
CPU BOUND,SCHED_OTHER,100000000,20,40.7,159.75,0.07,392%,31755,41
CPU BOUND,SCHED_OTHER,100000000,20,41.5,162.29,0.11,391%,31899,41
CPU BOUND,SCHED_OTHER,100000000,20,40.45,158.13,0.09,391%,30724,41
CPU BOUND,SCHED_OTHER,100000000,20,40.29,157.72,0.08,391%,31593,41
CPU BOUND,SCHED_OTHER,100000000,20,40.13,157.04,0.07,391%,31476,41
CPU BOUND,SCHED_OTHER,100000000,20,40.57,159.46,0.06,393%,32315,41
CPU BOUND,SCHED_OTHER,100000000,20,41.46,162.3,0.08,391%,32079,41
CPU BOUND,SCHED_OTHER,100000000,20,40.08,157.27,0.11,392%,30855,41
CPU BOUND,SCHED_OTHER,100000000,20,40.68,159.59,0.07,392%,31376,40
CPU BOUND,SCHED_OTHER,100000000,20,40.04,157.23,0.08,392%,31601,41
CPU BOUND,SCHED_OTHER,100000000,20,40.45,158.92,0.08,393%,31917,41
CPU BOUND,SCHED_OTHER,100000000,20,41.92,164.19,0.07,391%,33295,41
CPU BOUND,SCHED_OTHER,100000000,20,40.21,157.42,0.08,391%,31238,41
CPU BOUND,SCHED_OTHER,100000000,20,40.91,160.38,0.1,392%,31904,41
CPU BOUND,SCHED_OTHER,100000000,20,40.24,157.68,0.07,392%,32404,41
CPU BOUND,SCHED_OTHER,100000000,20,40.73,159.1,0.1,390%,32684,41
CPU BOUND,SCHED_OTHER,100000000,20,41.48,162.79,0.1,392%,32623,41
CPU BOUND,SCHED_OTHER,100000000,20,39.89,156.59,0.07,392%,30701,41
CPU BOUND,SCHED_RR,100000000,20,45.63,163.72,0.12,359%,475,36
CPU BOUND,SCHED_RR,100000000,20,43.34,154.33,0.03,356%,452,33
CPU BOUND,SCHED_RR,100000000,20,43.32,159.1,0.03,367%,447,36
CPU BOUND,SCHED_RR,100000000,20,45.73,170.57,0,373%,490,31
CPU BOUND,SCHED_RR,100000000,20,46.02,165.27,0,359%,488,32
CPU BOUND,SCHED_RR,100000000,20,44.9,163.98,0.04,365%,480,35
CPU BOUND,SCHED_RR,100000000,20,47.43,168.16,0.06,354%,506,32
CPU BOUND,SCHED_RR,100000000,20,46.84,171.63,0.05,366%,505,33
CPU BOUND,SCHED_RR,100000000,20,43.93,162.46,0.03,369%,467,34
CPU BOUND,SCHED_RR,100000000,20,45.61,167.12,0.01,366%,482,34
CPU BOUND,SCHED_RR,100000000,20,46.6,169.33,0.04,363%,502,34
CPU BOUND,SCHED_RR,100000000,20,46.87,170.02,0.01,362%,505,38
CPU BOUND,SCHED_RR,100000000,20,42.65,156.66,0.02,367%,456,35
CPU BOUND,SCHED_RR,100000000,20,43.62,159.28,0.04,365%,462,34
CPU BOUND,SCHED_RR,100000000,20,44.13,159.66,0.03,361%,463,31
CPU BOUND,SCHED_RR,100000000,20,44.47,162.53,0.02,365%,473,35
CPU BOUND,SCHED_RR,100000000,20,43.26,158.74,0.01,366%,460,33
CPU BOUND,SCHED_RR,100000000,20,44.18,159.55,0.06,361%,469,32
CPU BOUND,SCHED_RR,100000000,20,44.67,159.64,0.06,357%,475,35
CPU BOUND,SCHED_RR,100000000,20,43.9,159.76,0.03,363%,456,34
CPU BOUND,SCHED_RR,100000000,20,43.72,160.25,0.03,366%,460,34
CPU BOUND,SCHED_RR,100000000,20,44.18,159.4,0.02,360%,468,33
CPU BOUND,SCHED_RR,100000000,20,44.31,160.17,0.03,361%,464,35
CPU BOUND,SCHED_RR,100000000,20,43.61,160.73,0.02,368%,464,35
CPU BOUND,SCHED_RR,100000000,20,43.15,160.23,0.02,371%,458,32
CPU BOUND,SCHED_RR,100000000,20,44.3,159.99,0.04,361%,462,33
CPU BOUND,SCHED_RR,100000000,20,43.44,157.85,0.01,363%,452,34
CPU BOUND,SCHED_RR,100000000,20,43.49,161.23,0.01,370%,467,35
CPU BOUND,SCHED_RR,100000000,20,43.98,161.21,0.07,366%,468,32
CPU BOUND,SCHED_RR,100000000,20,43.84,159.19,0.07,363%,467,37
CPU BOUND,SCHED_RR,100000000,20,43.66,159.22,0.02,364%,457,34
CPU BOUND,SCHED_RR,100000000,20,44.1,158.78,0.02,360%,462,36
CPU BOUND,SCHED_RR,100000000,20,44.18,162.47,0.02,367%,465,34
CPU BOUND,SCHED_RR,100000000,20,42.63,157.84,0.02,370%,450,32
CPU BOUND,SCHED_RR,100000000,20,43.98,159.4,0,362%,462,32
CPU BOUND,SCHED_RR,100000000,20,45.45,159.41,0,350%,474,33
CPU BOUND,SCHED_RR,100000000,20,44.6,159.69,0.03,358%,473,35
CPU BOUND,SCHED_RR,100000000,20,44.61,159.04,0.07,356%,474,35
CPU BOUND,SCHED_RR,100000000,20,43.87,158.47,0.03,361%,458,34
CPU BOUND,SCHED_RR,100000000,20,44.25,158.02,0.04,357%,462,33
CPU BOUND,SCHED_RR,100000000,20,44.29,159.39,0.02,359%,460,33
CPU BOUND,SCHED_RR,100000000,20,45.09,159.96,0.02,354%,477,33
CPU BOUND,SCHED_RR,100000000,20,44.32,155.1,0.1,350%,465,31
CPU BOUND,SCHED_RR,100000000,20,43.75,157.57,0.01,360%,459,30
CPU BOUND,SCHED_RR,100000000,20,43.64,158.08,0.07,362%,467,31
CPU BOUND,SCHED_RR,100000000,20,43.82,159.73,0.02,364%,460,35
CPU BOUND,SCHED_RR,100000000,20,43.02,158.54,0.04,368%,457,31
CPU BOUND,SCHED_RR,100000000,20,43.39,153.9,0.01,354%,452,35
CPU BOUND,SCHED_RR,100000000,20,43.49,157.46,0.02,362%,456,34
CPU BOUND,SCHED_RR,100000000,20,43.79,158.22,0.06,361%,464,34
CPU BOUND,SCHED_RR,100000000,20,44.54,158.84,0.02,356%,466,33
CPU BOUND,SCHED_RR,100000000,20,44.18,159.33,0.03,360%,464,35
CPU BOUND,SCHED_RR,100000000,20,43.8,158.25,0.05,361%,455,33
CPU BOUND,SCHED_RR,100000000,20,43.18,158.32,0.04,366%,430,37
CPU BOUND,SCHED_RR,100000000,20,44.22,158.44,0.01,358%,466,34
CPU BOUND,SCHED_RR,100000000,20,43.55,158.66,0.02,364%,465,33
CPU BOUND,SCHED_RR,100000000,20,43.51,159.16,0.04,365%,463,30
CPU BOUND,SCHED_RR,100000000,20,44.89,159.25,0.02,354%,475,33
CPU BOUND,SCHED_RR,100000000,20,42.81,159.15,0.01,371%,452,33
CPU BOUND,SCHED_RR,100000000,20,44.4,158.56,0.02,357%,470,34
CPU BOUND,SCHED_RR,100000000,20,43.31,158.21,0.05,365%,456,36
CPU BOUND,SCHED_RR,100000000,20,43.6,158.91,0.04,364%,465,32
CPU BOUND,SCHED_RR,100000000,20,44.78,160.17,0.08,357%,471,32
CPU BOUND,SCHED_RR,100000000,20,42.56,154.57,0.07,363%,437,36
CPU BOUND,SCHED_RR,100000000,20,44.5,158.36,0.07,356%,467,35
CPU BOUND,SCHED_RR,100000000,20,44.98,158.35,0.02,352%,473,32
CPU BOUND,SCHED_RR,100000000,20,44.16,159.15,0.02,360%,464,32
CPU BOUND,SCHED_RR,100000000,20,44.42,158.4,0.02,356%,461,34
CPU BOUND,SCHED_RR,100000000,20,42.65,151.98,0.05,356%,444,30
CPU BOUND,SCHED_RR,100000000,20,43.38,157.31,0.01,362%,450,36
CPU BOUND,SCHED_RR,100000000,20,44.04,159.69,0.04,362%,468,37
CPU BOUND,SCHED_RR,100000000,20,44.5,158.83,0.08,357%,465,32
CPU BOUND,SCHED_RR,100000000,20,44.03,159.88,0.04,363%,458,32
CPU BOUND,SCHED_RR,100000000,20,43.32,156.64,0.04,361%,455,32
CPU BOUND,SCHED_RR,100000000,20,43.49,156.97,0.08,361%,443,35
CPU BOUND,SCHED_RR,100000000,20,44.13,158.92,0.02,360%,463,32
CPU BOUND,SCHED_RR,100000000,20,45.61,157.26,0.04,344%,406,35
CPU BOUND,SCHED_RR,100000000,20,43.94,158.26,0.11,360%,460,33
CPU BOUND,SCHED_RR,100000000,20,44.68,158.84,0.04,355%,468,33
CPU BOUND,SCHED_RR,100000000,20,43.48,156.34,0.01,359%,455,37
CPU BOUND,SCHED_RR,100000000,20,44.44,159.55,0.04,359%,475,35
CPU BOUND,SCHED_RR,100000000,20,44.16,158.04,0.01,357%,466,33
CPU BOUND,SCHED_RR,100000000,20,43.88,159.24,0.02,362%,465,33
CPU BOUND,SCHED_RR,100000000,20,44.36,158.42,0.01,357%,441,33
CPU BOUND,SCHED_RR,100000000,20,44.45,156.86,0.03,352%,464,31
CPU BOUND,SCHED_RR,100000000,20,43.45,158.2,0.03,364%,383,35
CPU BOUND,SCHED_RR,100000000,20,43.95,157.78,0.02,359%,459,32
CPU BOUND,SCHED_RR,100000000,20,43.43,156.45,0.04,360%,457,35
CPU BOUND,SCHED_RR,100000000,20,42.21,153.05,0.02,362%,435,30
CPU BOUND,SCHED_RR,100000000,20,42.46,154.28,0.03,363%,440,37
CPU BOUND,SCHED_RR,100000000,20,43.22,154.34,0.03,357%,452,36
CPU BOUND,SCHED_RR,100000000,20,43.03,156.29,0.08,363%,443,36
CPU BOUND,SCHED_RR,100000000,20,43.17,158.02,0.03,366%,446,33
CPU BOUND,SCHED_RR,100000000,20,44.03,159.5,0,362%,461,33
CPU BOUND,SCHED_RR,100000000,20,44.04,158.06,0.04,358%,464,31
CPU BOUND,SCHED_RR,100000000,20,43.08,156.07,0.02,362%,453,35
CPU BOUND,SCHED_RR,100000000,20,42.94,156.59,0.05,364%,448,36
CPU BOUND,SCHED_RR,100000000,20,44.02,160.03,0.04,363%,465,36
CPU BOUND,SCHED_RR,100000000,20,44.93,157.46,0.01,350%,468,34
CPU BOUND,SCHED_RR,100000000,20,43,157.74,0.02,366%,442,37
CPU BOUND,SCHED_RR,100000000,20,43.77,159.08,0.06,363%,457,36
CPU BOUND,SCHED_RR,100000000,20,43.78,157.62,0.06,360%,430,35
CPU BOUND,SCHED_RR,100000000,20,43.97,158.4,0.02,360%,465,37
CPU BOUND,SCHED_RR,100000000,20,43.91,157.83,0.02,359%,463,33
CPU BOUND,SCHED_RR,100000000,20,43.94,158.3,0.02,360%,462,34
CPU BOUND,SCHED_RR,100000000,20,45.38,160.7,0.02,354%,473,33
CPU BOUND,SCHED_RR,100000000,20,43.55,155.93,0.04,358%,456,31
CPU BOUND,SCHED_RR,100000000,20,44.71,158.08,0.08,353%,471,31
CPU BOUND,SCHED_RR,100000000,20,42.92,157.19,0.04,366%,450,37
CPU BOUND,SCHED_RR,100000000,20,44.61,158.98,0.03,356%,460,35
CPU BOUND,SCHED_RR,100000000,20,44,158.13,0.03,359%,464,37
CPU BOUND,SCHED_RR,100000000,20,42.37,153.46,0.02,362%,446,37
CPU BOUND,SCHED_RR,100000000,20,43.29,156.49,0.04,361%,439,35
CPU BOUND,SCHED_RR,100000000,20,44.38,159.79,0,360%,469,33
CPU BOUND,SCHED_RR,100000000,20,44.81,158.96,0,354%,461,34
CPU BOUND,SCHED_RR,100000000,20,43.99,157.73,0.01,358%,459,33
CPU BOUND,SCHED_RR,100000000,20,43.95,158.53,0.07,360%,470,33
CPU BOUND,SCHED_RR,100000000,20,44.64,157.67,0.04,353%,447,34
CPU BOUND,SCHED_RR,100000000,20,43,159.27,0.04,370%,460,31
CPU BOUND,SCHED_RR,100000000,20,43.37,157.55,0.02,363%,440,32
CPU BOUND,SCHED_RR,100000000,20,44.82,160.15,0.01,357%,463,34
CPU BOUND,SCHED_RR,100000000,20,43.68,157.64,0,360%,457,32
CPU BOUND,SCHED_RR,100000000,20,43.32,157.27,0.1,363%,454,36
CPU BOUND,SCHED_RR,100000000,20,44.27,158.68,0.02,358%,464,33
CPU BOUND,SCHED_RR,100000000,20,43.25,158.5,0.04,366%,454,32
CPU BOUND,SCHED_RR,100000000,20,44.49,159.73,0.05,359%,468,34
CPU BOUND,SCHED_RR,100000000,20,43.83,157.92,0.02,360%,463,32
CPU BOUND,SCHED_RR,100000000,20,42.86,151.19,0.03,352%,448,37
CPU BOUND,SCHED_RR,100000000,20,43.87,156.75,0.02,357%,460,34
CPU BOUND,SCHED_RR,100000000,20,44.17,159.86,0.06,362%,464,34
CPU BOUND,SCHED_RR,100000000,20,44.45,157.68,0.02,354%,466,32
CPU BOUND,SCHED_RR,100000000,20,43.79,158.76,0.02,362%,465,35
CPU BOUND,SCHED_RR,100000000,20,44.63,158.22,0.1,354%,471,31
CPU BOUND,SCHED_RR,100000000,20,44.35,157.65,0.02,355%,459,30
CPU BOUND,SCHED_RR,100000000,20,44.87,159.59,0.03,355%,468,33
CPU BOUND,SCHED_RR,100000000,20,44.1,159.36,0.02,361%,468,34
CPU BOUND,SCHED_RR,100000000,20,44.53,159.52,0.04,358%,469,35
CPU BOUND,SCHED_RR,100000000,20,43.22,153.18,0.12,354%,440,32
CPU BOUND,SCHED_RR,100000000,20,41.29,152.2,0.07,368%,429,33
CPU BOUND,SCHED_RR,100000000,20,43.13,156.02,0.03,361%,452,37
CPU BOUND,SCHED_RR,100000000,20,43.22,160.42,0.02,371%,464,33
CPU BOUND,SCHED_RR,100000000,20,43.7,158.23,0.04,362%,461,33
CPU BOUND,SCHED_RR,100000000,20,43.92,160.99,0.01,366%,465,33
CPU BOUND,SCHED_RR,100000000,20,43.76,158.34,0.03,361%,464,31
CPU BOUND,SCHED_RR,100000000,20,41.37,152.3,0.04,368%,430,30
CPU BOUND,SCHED_RR,100000000,20,44.05,156.62,0.01,355%,460,35
CPU BOUND,SCHED_RR,100000000,20,43.93,159.59,0.04,363%,456,33
CPU BOUND,SCHED_RR,100000000,20,44.29,159.24,0.01,359%,471,35
CPU BOUND,SCHED_RR,100000000,20,43.29,157.35,0.02,363%,456,34
CPU BOUND,SCHED_RR,100000000,20,44.23,157.79,0.03,356%,453,35
CPU BOUND,SCHED_RR,100000000,20,43.59,156.15,0.08,358%,459,33
CPU BOUND,SCHED_RR,100000000,20,44.39,158.68,0.1,357%,470,34
CPU BOUND,SCHED_RR,100000000,20,43.25,157.11,0.05,363%,456,35
CPU BOUND,SCHED_RR,100000000,20,43.63,159.2,0.02,364%,464,33
CPU BOUND,SCHED_RR,100000000,20,44.13,157.92,0.02,357%,462,34
CPU BOUND,SCHED_RR,100000000,20,43.53,158.82,0.05,364%,459,35
CPU BOUND,SCHED_RR,100000000,20,44.68,158.72,0.05,355%,469,35
CPU BOUND,SCHED_RR,100000000,20,43.92,156.65,0.04,356%,462,35
CPU BOUND,SCHED_RR,100000000,20,43.66,159.69,0,365%,467,35
CPU BOUND,SCHED_RR,100000000,20,43.74,157.97,0.05,361%,457,35
CPU BOUND,SCHED_RR,100000000,20,42.31,152.69,0.05,361%,428,35
CPU BOUND,SCHED_RR,100000000,20,44.63,157.91,0.01,353%,451,37
CPU BOUND,SCHED_RR,100000000,20,44.27,159.33,0.06,360%,466,33
CPU BOUND,SCHED_RR,100000000,20,43.7,158.46,0.04,362%,464,35
CPU BOUND,SCHED_RR,100000000,20,43.39,155.76,0.02,359%,456,34
CPU BOUND,SCHED_RR,100000000,20,44.47,157.46,0.01,354%,464,34
CPU BOUND,SCHED_RR,100000000,20,42.95,155.88,0,362%,455,32
CPU BOUND,SCHED_RR,100000000,20,43.74,158.95,0.02,363%,458,36
CPU BOUND,SCHED_RR,100000000,20,43.4,157.73,0.01,363%,448,35
CPU BOUND,SCHED_RR,100000000,20,44.7,160.43,0,358%,478,35
CPU BOUND,SCHED_RR,100000000,20,42.95,155.54,0.04,362%,451,33
CPU BOUND,SCHED_RR,100000000,20,43.64,157.33,0.04,360%,380,38
CPU BOUND,SCHED_RR,100000000,20,43.78,157.43,0.04,359%,463,33
CPU BOUND,SCHED_RR,100000000,20,43.32,158.59,0.04,366%,460,35
CPU BOUND,SCHED_RR,100000000,20,44.49,159.54,0,358%,468,33
CPU BOUND,SCHED_RR,100000000,20,42.91,158.73,0.02,369%,416,37
CPU BOUND,SCHED_RR,100000000,20,43.8,153.49,0.02,350%,460,35
CPU BOUND,SCHED_RR,100000000,20,44.58,156.54,0.07,351%,462,33
CPU BOUND,SCHED_RR,100000000,20,44.35,160.05,0.08,361%,469,35
CPU BOUND,SCHED_RR,100000000,20,44.66,159.42,0.03,356%,468,33
CPU BOUND,SCHED_RR,100000000,20,44.54,157.45,0.1,353%,444,34
CPU BOUND,SCHED_RR,100000000,20,44.28,155.69,0.01,351%,468,35
CPU BOUND,SCHED_RR,100000000,20,43.43,156.6,0.03,360%,438,37
CPU BOUND,SCHED_RR,100000000,20,43.69,159.36,0.08,364%,448,37
CPU BOUND,SCHED_RR,100000000,20,43.9,158.02,0.06,360%,464,36
CPU BOUND,SCHED_RR,100000000,20,44.01,160.37,0.06,364%,473,33
CPU BOUND,SCHED_RR,100000000,20,43.95,156.68,0.03,356%,454,33
CPU BOUND,SCHED_RR,100000000,20,42.89,157.46,0.01,367%,450,34
CPU BOUND,SCHED_RR,100000000,20,44.78,158.48,0.01,353%,463,32
CPU BOUND,SCHED_RR,100000000,20,42.74,157.2,0.06,367%,442,36
CPU BOUND,SCHED_RR,100000000,20,44,158.78,0.01,360%,463,35
CPU BOUND,SCHED_RR,100000000,20,44.45,159.21,0.04,358%,469,34
CPU BOUND,SCHED_RR,100000000,20,43.38,153.11,0.09,353%,445,33
CPU BOUND,SCHED_RR,100000000,20,43.46,157.27,0.04,361%,458,38
CPU BOUND,SCHED_RR,100000000,20,43.92,158.93,0.02,361%,467,33
CPU BOUND,SCHED_RR,100000000,20,45.17,157.88,0.02,349%,442,35
CPU BOUND,SCHED_RR,100000000,20,43.72,157.74,0.02,360%,450,35
CPU BOUND,SCHED_RR,100000000,20,43.88,154.99,0.03,353%,458,34
CPU BOUND,SCHED_RR,100000000,20,46.03,155.94,0.03,338%,411,34
CPU BOUND,SCHED_RR,100000000,20,44.61,158.36,0.01,354%,469,33
CPU BOUND,SCHED_RR,100000000,20,44.29,158.58,0.01,358%,467,35
CPU BOUND,SCHED_RR,100000000,20,43.73,157.47,0.02,360%,459,30
CPU BOUND,SCHED_RR,100000000,20,43.1,158.34,0.04,367%,437,36
CPU BOUND,SCHED_RR,100000000,20,42.26,151.6,0.03,358%,446,34
CPU BOUND,SCHED_RR,100000000,20,44,155.18,0.04,352%,452,33
CPU BOUND,SCHED_RR,100000000,20,44.88,159.21,0.1,354%,473,37
CPU BOUND,SCHED_RR,100000000,20,42.54,158.18,0.03,371%,454,34
CPU BOUND,SCHED_RR,100000000,20,43.93,159.1,0.02,362%,462,33
CPU BOUND,SCHED_RR,100000000,20,43.94,156.58,0.09,356%,463,34
CPU BOUND,SCHED_RR,100000000,20,43.54,156.49,0.01,359%,454,34
CPU BOUND,SCHED_RR,100000000,20,44.76,159.78,0.01,356%,475,33
CPU BOUND,SCHED_RR,100000000,20,43.97,157.9,0.02,359%,463,34
CPU BOUND,SCHED_RR,100000000,20,43.48,156.01,0.03,358%,449,33
CPU BOUND,SCHED_RR,100000000,20,43.84,157.36,0.04,358%,459,31
CPU BOUND,SCHED_RR,100000000,20,43.94,156.25,0.09,355%,463,36
CPU BOUND,SCHED_RR,100000000,20,44.31,159.1,0.03,359%,467,35
CPU BOUND,SCHED_RR,100000000,20,44.28,157.68,0.01,356%,458,32
CPU BOUND,SCHED_RR,100000000,20,44.67,160.19,0.01,358%,461,32
CPU BOUND,SCHED_RR,100000000,20,41.08,152.5,0.02,371%,432,32
CPU BOUND,SCHED_RR,100000000,20,40.47,149.82,0.03,370%,417,33
CPU BOUND,SCHED_RR,100000000,20,44.41,156.73,0.01,352%,446,33
CPU BOUND,SCHED_RR,100000000,20,42.11,152.35,0.04,361%,439,33
CPU BOUND,SCHED_RR,100000000,20,44.1,160.25,0.07,363%,460,35
CPU BOUND,SCHED_RR,100000000,20,41.86,153.26,0.03,366%,428,36
